file,number,text,lrml,text_old,comments
lrml/NZ_NZBC-G13AS2#2.7.lrml,r3.4.3.0.1,"3.4.3 The capacity of a grease trap shall be at least twice the capacity of all sanitary fixtures and sanitary appliances discharging to it, and in no case less than 100 litres as shown in Figure 4.","if( and( expression( rulestatement( expression( function( into), expression( function( for each), atom( relation( discharge), variable( sanitary fixture))), data( grease trap))), appliedstatement( expression( function( define), atom( relation( capacity), variable( sanitary fixture)), data( x0)))), expression( rulestatement( expression( function( into), expression( function( for each), atom( relation( discharge), variable( sanitary appliance))), data( grease trap))), appliedstatement( expression( function( define), atom( relation( capacity), variable( sanitary appliance)), data( x1)))))), then( and( obligation( expression( function( greater than equal), atom( relation( capacity), variable( grease trap)), data( 2 * ( x0 + x1)))), obligation( expression( function( greater than equal), atom( relation( capacity), variable( grease trap)), data( baseunit( kind( litre)), value( 100.0))))))","3.4.3 The capacity of a grease trap shall be at least twice the capacity of all sanitary fixtures and sanitary appliances discharging to it, and in no case less than 100 litres as shown in Figure 4.",
lrml/NZ_NZBC-G13AS2#2.7.lrml,r3.4.4.0.1,"3.4.4 For restaurants and cafés, the capacity of the grease trap shall be at least 5 litres for each person for whom seating is provided, and in no case less than that required by Paragraph 3.4.3.","if( and( or( expression( function( is), atom( relation( activity), variable( building)), data( restaurant)), expression( function( is), atom( relation( activity), variable( building)), data( café))), expression( function( has), atom( variable( building)), data( seating)), expression( function( define), atom( relation( quantity), variable( seating)), data( x0)))), then( and( obligation( expression( function( greater than equal), atom( relation( capacity), variable( grease trap)), data( x0 * 5 l))), obligation( expression( function( comply with), expression( function( min), atom( relation( capacity), variable( grease trap))), data( nzbc g13as2 3.4.3)))))","3.4.4 For restaurants and cafés, the capacity of the grease trap shall be at least 5 litres for each person for whom seating is provided, and in no case less than that required by Paragraph 3.4.3.",
lrml/NZ_NZBC-G13AS2#2.7.lrml,r3.4.5.0.1,3.4.5 Grease traps located outside a building shall be configured as shown in Figure 4.,"if( expression( function( outside), atom( relation( location), variable( grease trap)), data( building))), then( obligation( expression( function( comply with), atom( relation( configuration), variable( grease trap)), data( nzbc g13as2 f4))))",3.4.5 Grease traps located outside a building shall be configured as shown in Figure 4.,
lrml/NZ_NZBC-G13AS2#2.7.lrml,r3.4.6.0.1,3.4 Grease traps 3.4.6 The top of the outlet junction shall be extended to finished ground level and fitted with a watertight rodding point access cover as shown in Figures 4 and 10.,"if( expression( function( is), atom( variable( grease trap)), data( true))), then( and( obligation( expression( function( include), atom( variable( grease trap)), data( outlet junction))), obligation( expression( function( is), atom( relation( elevation), variable( outlet junction)), data( finished ground level))), obligation( expression( function( has), atom( variable( outlet junction)), data( rodding point))), obligation( expression( function( include), atom( relation( fixture), variable( rodding point)), data( access cover))), obligation( expression( function( is), atom( variable( access cover)), data( watertight)))))",3.4.6 The top of the outlet junction shall be extended to finished ground level and fitted with a watertight rodding point access cover as shown in Figures 4 and 10.,"DomainKnowledge
MediumData"
lrml/NZ_NZBC-G13AS2#2.7.lrml,r3.5.1.0.1,"3.5.1 Drains shall: a) Be laid at an even grade, and b) Have no obstructions to flow.","if( expression( function( is), atom( relation( installation), variable( drain)), data( true))), then( and( obligation( expression( function( is), atom( relation( grade), variable( drain)), data( even))), obligation( not( expression( function( include), atom( variable( drain)), data( obstruction))))))","3.5.1 Drains shall: a) Be laid at an even grade, and b) Have no obstructions to flow.",
lrml/NZ_NZBC-G13AS2#2.7.lrml,r3.5.2.0.1,3.5.2 Drains shall be installed at the maximum practicable gradient.,"if( expression( function( is), atom( relation( installation), variable( drain)), data( true))), then( obligation( expression( function( is), atom( relation( gradient), variable( drain)), data( maximum practicable))))",3.5.2 Drains shall be installed at the maximum practicable gradient.,MediumData
lrml/NZ_NZBC-G13AS2#2.7.lrml,r3.5.3.0.1,3.5.3 The gradient of drainage pipes shall be not less than that required in Table 2 for the relevant discharge unit loading.,"if( expression( function( has), atom( relation( system), variable( drain)), data( pipe))), then( and( obligation( expression( function( greater than equal), atom( relation( gradient), variable( pipe)), data( value))), obligation( expression( function( as per), atom( variable( value)), data( nzbc g13as2 t2)))))",3.5.3 The gradient of drainage pipes shall be not less than that required in Table 2 for the relevant discharge unit loading.,SomeDetailsNotEncoded
lrml/NZ_NZBC-G13AS2#2.7.lrml,r3.6.1.0.1,3.6.1 The diameter of a drain shall not decrease in size in the direction of flow.,"if( expression( function( is), atom( relation( installation), variable( drain)), data( true))), then( and( prohibition( expression( function( has), atom( relation( diameter), variable( drain)), data( reduction))), prohibition( expression( function( is), atom( relation( direction), variable( reduction)), data( flow)))))",3.6.1 The diameter of a drain shall not decrease in size in the direction of flow.,
lrml/NZ_NZBC-G13AS2#2.7.lrml,r3.6.2.0.1,3.6.2 Drains shall have a diameter of not less than 80 mm where the drain serves only waste water fixtures.,"if( and( expression( function( is), atom( relation( installation), variable( drain)), data( true)), expression( function( is), atom( relation( service), variable( drain)), data( waste water fixture)))), then( obligation( expression( function( greater than equal), atom( relation( diameter), variable( drain)), data( baseunit( kind( metre), prefix( milli)), value( 80.0)))))","3.6.2 Drains shall have a diameter of not less than 100 mm, except that 80 mm is acceptable where the drain serves only waste water fixtures.",MediumData
lrml/NZ_NZBC-G13AS2#2.7.lrml,r3.6.2.0.2,3.6.2 Drains shall have a diameter of not less than 100 mm where the drain does not serve only waste water fixtures.,"if( and( expression( function( is), atom( relation( installation), variable( drain)), data( true)), not( expression( function( is), atom( relation( service), variable( drain)), data( waste water fixture))))), then( obligation( expression( function( greater than equal), atom( relation( diameter), variable( drain)), data( baseunit( kind( metre), prefix( milli)), value( 100.0)))))","3.6.2 Drains shall have a diameter of not less than 100 mm, except that 80 mm is acceptable where the drain serves only waste water fixtures.",MediumData
lrml/NZ_NZBC-G13AS2#2.7.lrml,r4.1.1.0.1,4.1.1 The drainage system shall be ventilated to allow a flow of air and to minimise the build up of foul air.,"if( expression( function( is), atom( relation( installation), variable( drain)), data( true))), then( obligation( expression( function( has), atom( variable( drain)), data( vent))))",4.1.1 The drainage system shall be ventilated to allow a flow of air and to minimise the build up of foul air.,"Abstract
NotEncodedParts"
lrml/NZ_NZBC-G13AS2#2.7.lrml,r4.1.2.0.1,"4.1.2 Every main drain, and every branch drain longer than 10 m, shall be ventilated in accordance with Table 3.","if( or( expression( function( is), atom( relation( type), variable( drain)), data( main)), and( expression( function( is), atom( relation( type), variable( drain)), data( branch)), expression( function( greater than equal), atom( relation( length), variable( drain)), data( baseunit( kind( metre)), value( 10.0)))))), then( obligation( expression( function( comply with), atom( variable( drain)), data( nzbc g13as2 t3))))","4.1.2 Every main drain, and every branch drain longer than 10 m, shall be ventilated in accordance with Table 3.",SomeDetailsNotEncoded
lrml/NZ_NZBC-G13AS2#2.7.lrml,r4.2.1.0.1,"4.2.1 A main drain vent shall have a minimum diameter of 80 mm, and shall comply with termination requirements of Paragraph 5.7.3 of G13/AS1 ""Sanitary Plumbing"".","if( and( expression( function( is), atom( relation( type), variable( drain)), data( main)), expression( function( has), atom( variable( drain)), data( vent)))), then( and( obligation( expression( function( greater than equal), atom( relation( diameter), variable( vent)), data( baseunit( prefix( milli), kind( metre)), value( 80.0)))), obligation( expression( function( comply with), atom( relation( termination), variable( vent)), data( nzbc g13as1 5.7.3)))))","4.2.1 A main drain vent shall have a minimum diameter of 80 mm, and shall comply with termination requirements of Paragraph 5.7.3 of G13/AS1 ""Sanitary Plumbing"".",
lrml/NZ_NZBC-G13AS2#2.7.lrml,r4.2.2.0.1,4.2.2 Branch drain vents shall be sized in accordance with Table 6 in G13/AS1.,"if( and( expression( function( is), atom( relation( type), variable( drain)), data( branch)), expression( function( has), atom( variable( drain)), data( vent)))), then( obligation( expression( function( comply with), atom( relation( size), variable( vent)), data( nzbc g13as1 t6))))",4.2.2 Branch drain vents shall be sized in accordance with Table 6 in G13/AS1.,
lrml/NZ_NZBC-G13AS2#2.7.lrml,r5.1.1.0.1,5.1.1 Rigid pipes shall have flexible joints to resist damage from differential settlement.,"if( expression( function( is), atom( relation( material), variable( pipe)), data( rigid))), then( and( obligation( expression( function( has), atom( variable( pipe)), data( pipe joint))), obligation( expression( function( is), atom( relation( material), variable( pipe joint)), data( flexible)))))",5.1.1 Rigid pipes shall have flexible joints to resist damage from differential settlement.,
