file,number,text,lrml,paraphrase,random_split,doc_split,selected_round_1,selected_round_2
NZ_NZBC-G12AS1#3.12,3.6.2.0.1.b.1,3.6.2 Manufacture; Backflow prevention devices shall be manufactured as follows: Double check valve devices to AS/NZS 2845.1 Section 10 (see Figure 2 (b)).,"if(is(backflowPreventionDevice,doubleCheckValveDevice)),then(obligation(complyWith(backflowPreventionDevice,nzs_2845_1_10)))","If a backflow prevention device is a double check valve device, then the backflow prevention device shall be manufactured to AS/NZS 2845.1 Section 10.",3,1,,-1
NZ_NZBC-G12AS1#3.12,3.6.2.0.1.c.1,"3.6.2 Manufacture; Backflow prevention devices shall be manufactured as follows: Pressure type vacuum breakers to AS/NZS 2845.1 Section 9, (see Figure 2 (c)).","if(is(backflowPreventionDevice,pressureTypeVacuumBreaker)),then(obligation(complyWith(backflowPreventionDevice,nzs_2845_1_9)))","If a backflow prevention device is a pressure type vacuum breaker, then the backflow prevention device shall be manufactured to AS/NZS 2845.1 Section 9.",1,1,0.0,-1
NZ_NZBC-G12AS1#3.12,3.6.2.0.1.d.1,Backflow prevention devices shall be manufactured as follows: Atmospheric vacuum breakers to AS/NZS 2845.1 Section 4 for atmospheric vacuum breakers (see Figure 2 (d)).,"if(is(backflowPreventionDevice,atmosphericVacuumBreaker)),then(obligation(complyWith(backflowPreventionDevice,nzs_2845_1_4)))","If a backflow prevention device is a atmospheric vacuum breaker, then the backflow prevention device shall be manufactured to AS/NZS 2845.1 Section 9.",1,1,0.0,-1
NZ_NZBC-G12AS1#3.12,3.6.2.0.1.e.1,3.6.2 Manufacture; Backflow prevention devices shall be manufactured as follows: AS/NZS 2845.1 Section 5 for hose tap vacuum breakers.,"if(is(backflowPreventionDevice,hoseTapVacuumBreaker)),then(obligation(complyWith(backflowPreventionDevice,nzs_2845_1_5)))","If a backflow prevention device is a hose tap vacuum breaker, then the backflow prevention device shall be manufactured to AS/NZS 2845.1 Section 5.",1,1,0.0,-1
NZ_NZBC-G12AS1#3.12,3.7.2.0.1.1,Piped Water Supply System 3.7.2 Reduced pressure zone devices shall be tested and verified as meeting the test requirements of AS 2845.3 or NZ backflow testing standard.,"if(has(pipedWaterSupplySystem,reducedPressureZoneDevice)),then(obligation(and(asPer(reducedPressureZoneDevice.testing,or(as_2845_3,nzBackflowTestingStandard)),asPer(reducedPressureZoneDevice.verifying,or(as_2845_3,nzBackflowTestingStandard)))))","If the piped water supply system has a reduced pressure zone device, then the reduced pressure zone device shall be tested and verified as of AS 2845.3 or NZ backflow testing standard.",1,1,0.0,-1
NZ_NZBC-G12AS1#3.12,3.7.2.0.1.2,Piped Water Supply System 3.7.2 Double check valves shall be tested and verified as meeting the test requirements of AS 2845.3 or NZ backflow testing standard.,"if(has(pipedWaterSupplySystem,doubleCheckValve)),then(obligation(and(asPer(doubleCheckValve.testing,or(as_2845_3,nzBackflowTestingStandard)),asPer(doubleCheckValve.verifying,or(as_2845_3,nzBackflowTestingStandard)))))","If the piped water supply system has a double check valve, then the double check valve shall be tested and verified as of AS 2845.3 or NZ backflow testing standard.",1,1,0.0,-1
NZ_NZBC-G12AS1#3.12,3.7.2.0.1.3,Piped Water Supply System 3.7.2 Pressure vacuum breakers shall be tested and verified as meeting the test requirements of AS 2845.3 or NZ backflow testing standard.,"if(has(pipedWaterSupplySystem,pressureVacuumBreaker)),then(obligation(and(asPer(pressureVacuumBreaker.testing,or(as_2845_3,nzBackflowTestingStandard)),asPer(pressureVacuumBreaker.verifying,or(as_2845_3,nzBackflowTestingStandard)))))","If the piped water supply system has a pressure vacuum breaker, then the pressure vacuum breaker shall be tested and verified as of AS 2845.3 or NZ backflow testing standard.",3,1,,-1
NZ_NZBC-G12AS1#3.12,5.1.1.0.1,"5.1.1 To ensure the health and safety of people in the event of the water main supply being interrupted, buildings having the classification of Community Care (e.g. hospitals, old people's homes, prisons) shall be provided with cold water storage of no less than 50 litres per person.","if(is(building.classifiedUse,communityCare)),then(obligation(and(has(building,coldWaterStorage),greaterThanEqual(coldWaterStorage.capacity,50 l/person))))","If buildings have the classification of Community Care, then the building shall be provided with cold water storage with a capacity of no less than 50 litres per person.",1,1,1.0,1
NZ_NZBC-CAS2#1.1,2.2.1.0.5,A direct connection to Fire and Emergency New Zealand is not required if automatic heat or smoke detection systems are provided in addition to the systems required by this Acceptable Solution.,"if(and(has(space.fireSafetySystem,supplementary),is(fireSafetySystem.type,or(heatDetection,smokeDetection)),is(fireSafetySystem.type,automatic))),then(permission(not(has(fireSafetySystem,fireServiceDirectConnection))))","If a space has an supplementary fire safety system for automatic heat or smoke detection, then a fire service direct connection is not required.",1,1,,-1
NZ_NZBC-CAS2#1.1,2.2.2.0.a.1,"a) In single storey early childhood centres, dedicated sleeping areas shall be protected with supplementary smoke detectors. The alarm system and any smoke detection system shall comply with NZS 4512.","if(and(equal(count(buildingStorey),1),is(space.activity,and(earlyChildhoodCentre,sleeping)))),then(obligation(and(has(space,smokeDetector),is(smokeDetector,supplementary),complyWith(smokeDetector,nzs_4512))))","If there is one building storey and the space activity is early childhood and sleeping, then the space shall be protected with supplementary smoke detectors complying with NZS 4512.",1,1,,-1
NZ_NZBC-CAS2#1.1,2.2.2.0.b.1,"the fire safety systems required for firecells in early childhood centres shall be as follows: Where the escape height of the early childhood centre is greater than 2.0 m, a Type 7 system shall be installed throughout the building.","if(and(is(firecell.activity,earlyChildhoodCentre),greaterThan(firecell.escapeHeight,2 m))),then(obligation(is(building.fireSafetySystem,type_7)))","If the firecell activity is early childhood centre and the firecell escape height is greater than 2.0 m, then a Type 7 fire safety system shall be installed throughout the building.",1,1,0.0,-1
NZ_NZBC-CAS2#1.1,2.2.2.0.c.1,"2.2.2 In addition to Paragraph 2.2.1, the fire safety systems required for firecells in early childhood centres shall be as follows: If the early childhood centre is not located on the ground floor at least two separate places of safety shall be provided. Each place of safety shall be separated with fire separations designed to the property rating and have direct access to a safe path or final exit.","if(and(is(firecell.activity,earlyChildhoodCentre),not(is(firecell.location,groundFloor)))),then(obligation(and(greaterThanEqual(count(firecell.placeOfSafety),2),has(placeOfSafety,fireSeparation),asPer(fireSeparation.design,propertyRating),towards(placeOfSafety.directAccess,or(safePath,finalExit)))))","If firecell activity is early childhood centre and it is not located on the ground floor, then at least two places of safety shall be provided. Each place of safety shall be separated with fire separations designed to the property rating and the place of safety shall have direct access to a safe path or final exit.",1,1,1.0,-1
NZ_NZBC-CAS2#1.1,2.2.4.0.1,"2.2.4 For risk group VP firecells that require a fire sprinkler system (refer to Table 2.2d), the fire sprinkler system does not need to be extended throughout the remainder of the building where the risk group VP firecells are fire separated from the adjacent firecells. The fire separation between adjacent firecells is required to be provided with the greater of the property rating of the adjacent firecells (refer to Table 2.4).","if(and(is(firecell.riskGroup,vp),requires(firecell,fireSprinklerSystem),asPer(fireSprinklerSystem,nzbc_cas2_t2.2.d),has(firecell,fireSeparation),adjacent(firecells,firecell),towards(fireSeparation,firecells),define(max(firecells.propertyRating),x0),asPer(propertyRating,nzbc_cas2_t2.4),is(fireSeparation.fireResistanceRating,x0))),then(permission(not(has(building.remainder,fireSprinklerSystem))))","If the firecell's risk group is VP and the firecell require a fire sprinkler system as per C/AS2 Table 2.2.d and the risk group VP firecells are fire separated from the adjacent firecells and the fire resistance rating of the fire separation is the greater of the property rating of the adjacent firecells, with the property rating as in C/AS2 Table 2.4, then the remainder of the building may not have the fire sprinkler system.",1,2,0.0,-1
NZ_NZBC-CAS2#1.1,2.2.6.0.1,"2.2.6 Where fire separations are not needed between different risk groups on the same floor level, the fire safety systems adopted for the firecell shall be those of the primary risk group (as defined in Paragraph 1.2.2).","if(and(greaterThan(count(buildingStorey.riskGroup),1),not(requires(riskGroup,fireSeparation)))),then(obligation(and(define(primaryRiskGroup.fireSafetySystem,x0),is(firecell.fireSafetySystem,x0),asPer(primaryRiskGroup,nzbc_cas2_1.2.2))))","If there are different risk groups on the same floor level and fire separations are not needed between different risk groups, then the firecell's fire safety systems should be the fire safety systems of the primary risk group and the primary risk group shall be as defined in C/AS2 Paragraph 1.2.2.",1,1,0.0,-1
NZ_NZBC-CAS2#1.1,2.2.8.0.1,2.2.8 The alarm systems required in a building shall be configured to alert all building occupants in the event of fire.,"if(and(requires(building,fireAlarmSystem))),then(obligation(and(towards(fireAlarmSystem.alert,occupant),within(occupant,building),for(fireAlarmSystem.alert,fireEvent))))","If the fire alarm systems is required in a building, then the fire alarm system shall be configured to alert all building occupants in the event of fire.",1,1,0.0,-1
NZ_NZBC-CAS2#1.1,2.3.1.0.1,"2.3.1 Unless explicitly stated otherwise in this Acceptable Solution, the fire resistance ratings (FRRs) that apply for each risk group shall be in accordance with Table 2.4.","if(and(not(has(riskGroup.fireResistanceRating,exception)),in(exception,nzbc_cas2))),then(obligation(asPer(riskGroup.fireResistanceRating,nzbc_cas2_t2.4)))","If risk groups fire resistance rating has no exception in C/AS2, then the fire resistance ratings for each risk group shall be in accordance with C/AS2 Table 2.4.",1,1,0.0,-1
NZ_NZBC-CAS2#1.1,2.3.2.0.1,2.3.2 Structural elements in a single storey building need not be fire rated if FRRs are not required for any other reason.,"if(and(equal(count(building.buildingStorey),1),has(building.structure,element),not(requires(element,fireResistanceRating)))),then(permission(not(has(element,fireResistanceRating))))","If a building has one storey and the building's structural elements require no fire resistance rating, then the element may not have fire resistance rating.",1,1,1.0,-1
NZ_NZBC-CAS2#1.1,2.3.3.0.1,"2.3 Fire resistance ratings 2.3.3 If there is more than one risk group on one floor in the building, the highest required FRR shall be applied to common spaces and shared escape routes for that floor level.","if(and(greaterThan(count(buildingStorey.riskGroup),1),has(buildingStorey,space),or(is(space.type,common)),and(is(space.type,escapeRoute)),is(escapeRoute,shared))),then(obligation(and(define(max(riskGroups.fireResistanceRating),x0),equal(space.fireResistanceRating,x0))))","If there is more than one risk group on one floor and the floor's space is a common space or shared escape route, then the highest fire resistance rating of the risk groups shall be applied to the space.",3,1,,-1
NZ_NZBC-CAS2#1.1,2.3.4.0.1,2.3 Fire resistance ratings 2.3.4 FRRs shall apply to the sides of primary elements and secondary elements which are exposed to fire.,"if(and(is(element.type,or(primary,secondary)),has(element,fireResistanceRating),has(element,side),exposedTo(element.side,fire))),then(obligation(applyTo(fireResistanceRating,side)))","If an element is primary or secondary and has a fire resistance rating and a side is exposed to fire, then the fire resistance rating shall apply to this side.
",3,1,,-1
NZ_NZBC-G12AS1#3.12,6.8.1.0.1,6.8.1 Vent pipes for open vented storage water heaters shall comply with the provisions of Paragraphs 6.8.2 and 6.8.3.,"if(and(is(storageWaterHeater.type,openVented),has(storageWaterHeater,ventilationPipe))),then(obligation(complyWith(ventilationPipe,and(nzbc_g12as1_6.8.2,nzbc_g12as1_6.8.3))))","If an open vented storage water heater has a ventilation pipe, then the ventilation pipe shall comply with G12/AS1 6.8.2 and 6.8.3.",1,1,0.0,-1
NZ_NZBC-G12AS1#3.12,6.9.1.0.1,"6.9.1 NZS 4603 is an acceptable solution for open vented low pressure storage water heaters, but may exceed the performance criteria of NZBC G12.","if(is(storageWaterHeater.type,and(openVented,lowPressure))),then(permission(complyWith(storageWaterHeater,nzs_4603)))","If storage water heaters are type open vented and low pressure, then the storage water heaters may comply with NZS 4603.",2,1,,-1
